sample_ID	expr	species	cell_type
humanH1830001	0	Human	Astro1
humanH1830002	0.916477454005354	Human	Astro1
humanH1930001	0	Human	Astro1
humanH1930002	0	Human	Astro1
chimpC1932001	3.10613466167512	Chimp	Astro1
chimpC1932002	1.01272863585743	Chimp	Astro1
chimpC1932003	0.769174719385177	Chimp	Astro1
chimpC1932004	1.3311591714937	Chimp	Astro1
chimpC1932005	0.786322560245166	Chimp	Astro1
chimpC1932006	1.6977004109791	Chimp	Astro1
chimpC1932007	0	Chimp	Astro1
gorillaG1932001	0	Gorilla	Astro1
gorillaG1932002	0.829535180631525	Gorilla	Astro1
gorillaG2032001	0	Gorilla	Astro1
gorillaG2032002	0	Gorilla	Astro1
rhesusQ1926010	0	Rhesus	Astro1
rhesusQ1926011	0	Rhesus	Astro1
rhesusQ1926015	1.00211214790821	Rhesus	Astro1
marmosetbi005	1.22079154558419	Marmoset	Astro1
marmosetbi006	1.81489250424823	Marmoset	Astro1
marmosetbi007	3.95560301135611	Marmoset	Astro1
humanH18300011	0	Human	Chandelier1
humanH18300021	0.749356778074814	Human	Chandelier1
humanH19300011	0	Human	Chandelier1
humanH19300021	0	Human	Chandelier1
humanH2001023	0	Human	Chandelier1
chimpC19320011	2.12255156757871	Chimp	Chandelier1
chimpC19320021	0.97850031726615	Chimp	Chandelier1
chimpC19320031	0.639982463237211	Chimp	Chandelier1
chimpC19320041	0.980000018162243	Chimp	Chandelier1
chimpC19320051	0	Chimp	Chandelier1
chimpC19320061	1.0957018634146	Chimp	Chandelier1
chimpC19320071	0	Chimp	Chandelier1
gorillaG19320011	0	Gorilla	Chandelier1
gorillaG19320021	0	Gorilla	Chandelier1
gorillaG20320011	0	Gorilla	Chandelier1
gorillaG20320021	0.776617624406435	Gorilla	Chandelier1
rhesusQ19260101	0	Rhesus	Chandelier1
rhesusQ19260111	0.963595372207089	Rhesus	Chandelier1
rhesusQ19260151	0	Rhesus	Chandelier1
marmosetbi0051	0	Marmoset	Chandelier1
marmosetbi0061	3.38275177060771	Marmoset	Chandelier1
marmosetbi0071	2.85074774738492	Marmoset	Chandelier1
humanH18300012	2.54809234508501	Human	Endo1
humanH18300022	10.2583126201811	Human	Endo1
humanH19300012	2.78864804005231	Human	Endo1
humanH19300022	4.48659925573107	Human	Endo1
humanH20010231	5.21794976006984	Human	Endo1
chimpC19320012	1.84163091922264	Chimp	Endo1
chimpC19320022	0	Chimp	Endo1
chimpC19320032	1.85845924135446	Chimp	Endo1
chimpC19320042	1.9654979562183	Chimp	Endo1
chimpC19320052	0.905639168909838	Chimp	Endo1
chimpC19320062	0	Chimp	Endo1
chimpC19320072	0	Chimp	Endo1
gorillaG19320012	1.36011763545514	Gorilla	Endo1
gorillaG19320022	0.518447720917148	Gorilla	Endo1
gorillaG20320012	1.65195140439622	Gorilla	Endo1
gorillaG20320022	0	Gorilla	Endo1
rhesusQ19260102	0.88120842640779	Rhesus	Endo1
rhesusQ19260112	1.90081767597401	Rhesus	Endo1
rhesusQ19260152	0	Rhesus	Endo1
marmosetbi0052	1.69141532337864	Marmoset	Endo1
marmosetbi0062	2.32762828200025	Marmoset	Endo1
marmosetbi0072	3.80339444656479	Marmoset	Endo1
humanH18300013	5.44703513087105	Human	L23IT1
humanH18300023	22.8310090881906	Human	L23IT1
humanH19300013	6.30632977726194	Human	L23IT1
humanH19300023	16.8364279093325	Human	L23IT1
humanH20010232	10.9350287514502	Human	L23IT1
chimpC19320013	78.1611084515392	Chimp	L23IT1
chimpC19320023	116.56611910909	Chimp	L23IT1
chimpC19320033	116.027327878912	Chimp	L23IT1
chimpC19320043	89.6276955231825	Chimp	L23IT1
chimpC19320053	62.2697880915601	Chimp	L23IT1
chimpC19320063	66.7030037634752	Chimp	L23IT1
chimpC19320073	36.9076759806708	Chimp	L23IT1
gorillaG19320013	39.0763341557795	Gorilla	L23IT1
gorillaG19320023	39.5537803575185	Gorilla	L23IT1
gorillaG20320013	107.722916228728	Gorilla	L23IT1
gorillaG20320023	23.0912564132562	Gorilla	L23IT1
rhesusQ19260103	14.7410151669628	Rhesus	L23IT1
rhesusQ19260113	24.2978304411059	Rhesus	L23IT1
rhesusQ19260153	22.5711738691667	Rhesus	L23IT1
marmosetbi0053	24.4605536948026	Marmoset	L23IT1
marmosetbi0063	31.0301645663463	Marmoset	L23IT1
marmosetbi0073	26.1494406212123	Marmoset	L23IT1
humanH18300014	1.9845885789006	Human	L23IT2
humanH18300024	4.32397433000271	Human	L23IT2
humanH19300014	9.41594444573642	Human	L23IT2
humanH19300024	7.76462489175896	Human	L23IT2
humanH20010233	4.44969033951349	Human	L23IT2
chimpC19320014	37.4537280938455	Chimp	L23IT2
chimpC19320024	26.1078930264789	Chimp	L23IT2
chimpC19320034	71.7828915216373	Chimp	L23IT2
chimpC19320044	51.5661937545564	Chimp	L23IT2
chimpC19320054	37.4187064340753	Chimp	L23IT2
chimpC19320064	54.5000795569648	Chimp	L23IT2
chimpC19320074	10.6671016388581	Chimp	L23IT2
gorillaG19320014	23.6530247267336	Gorilla	L23IT2
gorillaG19320024	22.7960500615367	Gorilla	L23IT2
gorillaG20320014	16.884367521025	Gorilla	L23IT2
gorillaG20320024	2.33275140276259	Gorilla	L23IT2
rhesusQ19260104	8.9313249022379	Rhesus	L23IT2
rhesusQ19260114	18.1416273134619	Rhesus	L23IT2
rhesusQ19260154	15.2073103470357	Rhesus	L23IT2
marmosetbi0054	13.0022323725008	Marmoset	L23IT2
marmosetbi0064	27.1207308360757	Marmoset	L23IT2
marmosetbi0074	15.6859196788228	Marmoset	L23IT2
humanH18300015	5.45666295675156	Human	L23IT3
humanH18300025	7.89844122972098	Human	L23IT3
humanH19300015	23.2098945882757	Human	L23IT3
humanH19300025	19.5318335660003	Human	L23IT3
humanH20010234	2.35500215954889	Human	L23IT3
chimpC19320015	80.653998167965	Chimp	L23IT3
chimpC19320025	128.695365952571	Chimp	L23IT3
chimpC19320035	102.134938623469	Chimp	L23IT3
chimpC19320045	85.8134164342796	Chimp	L23IT3
chimpC19320055	87.229217124149	Chimp	L23IT3
chimpC19320065	78.5444470790273	Chimp	L23IT3
chimpC19320075	38.7962065689035	Chimp	L23IT3
gorillaG19320015	22.1939153678731	Gorilla	L23IT3
gorillaG19320025	16.8417153027748	Gorilla	L23IT3
gorillaG20320015	20.2360060322283	Gorilla	L23IT3
gorillaG20320025	6.48848687436266	Gorilla	L23IT3
rhesusQ19260105	16.1498043599361	Rhesus	L23IT3
rhesusQ19260115	22.3117913697137	Rhesus	L23IT3
rhesusQ19260155	28.9539199667692	Rhesus	L23IT3
marmosetbi0055	36.3771111990953	Marmoset	L23IT3
marmosetbi0065	54.232856945473	Marmoset	L23IT3
marmosetbi0075	34.3676946498743	Marmoset	L23IT3
humanH18300016	0	Human	L4IT1
humanH18300026	1.60338111161117	Human	L4IT1
humanH19300016	0.99270905890223	Human	L4IT1
humanH19300026	0	Human	L4IT1
humanH20010235	0.784434980172375	Human	L4IT1
chimpC19320016	14.6505117752576	Chimp	L4IT1
chimpC19320026	9.92914054536106	Chimp	L4IT1
chimpC19320036	23.7687472804534	Chimp	L4IT1
chimpC19320046	21.6283521718282	Chimp	L4IT1
chimpC19320056	6.85533672474041	Chimp	L4IT1
chimpC19320066	14.0931858701867	Chimp	L4IT1
chimpC19320076	15.5437749036551	Chimp	L4IT1
gorillaG19320016	38.083807365435	Gorilla	L4IT1
gorillaG19320026	8.87564536212155	Gorilla	L4IT1
gorillaG20320016	20.8752267907805	Gorilla	L4IT1
gorillaG20320026	10.1983383984983	Gorilla	L4IT1
rhesusQ19260106	8.55609882136658	Rhesus	L4IT1
rhesusQ19260116	13.6670348957159	Rhesus	L4IT1
rhesusQ19260156	12.2427461942512	Rhesus	L4IT1
marmosetbi0056	20.9110385076697	Marmoset	L4IT1
marmosetbi0066	21.2700127907881	Marmoset	L4IT1
marmosetbi0076	16.6313292874953	Marmoset	L4IT1
humanH18300017	2.51085360146895	Human	L4IT2
humanH18300027	11.8550420045757	Human	L4IT2
humanH19300017	7.42594277693957	Human	L4IT2
humanH19300027	9.83848693102415	Human	L4IT2
humanH20010236	6.2419096443648	Human	L4IT2
chimpC19320017	111.947968348975	Chimp	L4IT2
chimpC19320027	80.6670677128877	Chimp	L4IT2
chimpC19320037	102.731951185438	Chimp	L4IT2
chimpC19320047	88.5238241366219	Chimp	L4IT2
chimpC19320057	56.8680584240111	Chimp	L4IT2
chimpC19320067	95.7603688870331	Chimp	L4IT2
chimpC19320077	64.4386216976406	Chimp	L4IT2
gorillaG19320017	11.2266136005958	Gorilla	L4IT2
gorillaG19320027	10.6670963318427	Gorilla	L4IT2
gorillaG20320017	41.4695481560441	Gorilla	L4IT2
gorillaG20320027	0.746920195490113	Gorilla	L4IT2
rhesusQ19260107	26.4161316188757	Rhesus	L4IT2
rhesusQ19260117	30.2612559754774	Rhesus	L4IT2
rhesusQ19260157	24.4966628368766	Rhesus	L4IT2
marmosetbi0057	9.39500384738993	Marmoset	L4IT2
marmosetbi0067	13.9551736096893	Marmoset	L4IT2
marmosetbi0077	15.4703186579078	Marmoset	L4IT2
humanH18300018	0.507836871316285	Human	L56NP1
humanH18300028	0	Human	L56NP1
humanH19300018	0	Human	L56NP1
humanH19300028	0	Human	L56NP1
humanH20010237	0	Human	L56NP1
chimpC19320018	0	Chimp	L56NP1
chimpC19320028	0	Chimp	L56NP1
chimpC19320038	1.03733881143569	Chimp	L56NP1
chimpC19320048	0	Chimp	L56NP1
chimpC19320058	1.42186626376572	Chimp	L56NP1
chimpC19320068	0	Chimp	L56NP1
chimpC19320078	1.13400099216051	Chimp	L56NP1
gorillaG19320018	0	Gorilla	L56NP1
gorillaG19320028	1.15459066616053	Gorilla	L56NP1
gorillaG20320018	0	Gorilla	L56NP1
gorillaG20320028	0	Gorilla	L56NP1
rhesusQ19260108	0.688420470383158	Rhesus	L56NP1
rhesusQ19260118	0	Rhesus	L56NP1
rhesusQ19260158	0	Rhesus	L56NP1
marmosetbi0058	1.93936636373218	Marmoset	L56NP1
marmosetbi0068	2.86828509734976	Marmoset	L56NP1
marmosetbi0078	4.25406639393557	Marmoset	L56NP1
humanH18300019	0	Human	L56NP2
humanH18300029	0	Human	L56NP2
humanH19300019	0	Human	L56NP2
humanH19300029	0.524571970073486	Human	L56NP2
humanH20010238	0	Human	L56NP2
chimpC19320019	1.79348948054241	Chimp	L56NP2
chimpC19320029	0.697864675666621	Chimp	L56NP2
chimpC19320039	0	Chimp	L56NP2
chimpC19320049	1.54329208725008	Chimp	L56NP2
chimpC19320059	0	Chimp	L56NP2
chimpC19320069	0	Chimp	L56NP2
chimpC19320079	0	Chimp	L56NP2
gorillaG19320019	0	Gorilla	L56NP2
gorillaG19320029	0	Gorilla	L56NP2
gorillaG20320019	0	Gorilla	L56NP2
gorillaG20320029	5.66941349042768	Gorilla	L56NP2
rhesusQ19260109	0	Rhesus	L56NP2
rhesusQ19260119	0	Rhesus	L56NP2
rhesusQ19260159	0	Rhesus	L56NP2
marmosetbi0059	0	Marmoset	L56NP2
marmosetbi0069	0	Marmoset	L56NP2
marmosetbi0079	5.880328079759	Marmoset	L56NP2
humanH183000110	6.99209635737609	Human	L5ET1
humanH183000210	13.8768372682396	Human	L5ET1
humanH193000110	13.5279972695353	Human	L5ET1
humanH193000210	18.2953145828589	Human	L5ET1
humanH20010239	18.6731829519946	Human	L5ET1
chimpC193200110	10.9531183860268	Chimp	L5ET1
chimpC193200210	8.37066553551552	Chimp	L5ET1
chimpC193200310	34.838446018654	Chimp	L5ET1
chimpC193200410	46.1818534023074	Chimp	L5ET1
chimpC193200510	18.8629419628451	Chimp	L5ET1
chimpC193200610	15.9652558086601	Chimp	L5ET1
chimpC193200710	11.1909220924126	Chimp	L5ET1
gorillaG193200110	20.1660307547439	Gorilla	L5ET1
gorillaG193200210	9.93203886589314	Gorilla	L5ET1
gorillaG203200110	17.8465090045357	Gorilla	L5ET1
gorillaG203200210	18.1315732228182	Gorilla	L5ET1
rhesusQ192601010	9.97638672616445	Rhesus	L5ET1
rhesusQ192601110	5.14616792958691	Rhesus	L5ET1
rhesusQ192601510	8.21560163551039	Rhesus	L5ET1
marmosetbi00510	9.59822784418696	Marmoset	L5ET1
marmosetbi00610	18.3447996044305	Marmoset	L5ET1
marmosetbi00710	11.0989411622756	Marmoset	L5ET1
humanH183000111	6.71354494964978	Human	L5ET2
humanH183000211	10.8149904636836	Human	L5ET2
humanH193000111	18.1282396469527	Human	L5ET2
humanH193000211	8.28914616877621	Human	L5ET2
humanH200102310	4.74464048543458	Human	L5ET2
chimpC193200111	29.7194126112925	Chimp	L5ET2
chimpC193200211	47.5047097717481	Chimp	L5ET2
chimpC193200311	0	Chimp	L5ET2
chimpC193200411	68.9145328837726	Chimp	L5ET2
chimpC193200511	35.9431311517642	Chimp	L5ET2
chimpC193200611	42.3868098400324	Chimp	L5ET2
chimpC193200711	29.0434071397154	Chimp	L5ET2
gorillaG193200111	3.26669623521519	Gorilla	L5ET2
gorillaG193200211	3.79893116037676	Gorilla	L5ET2
gorillaG203200111	2.53680761863568	Gorilla	L5ET2
gorillaG203200211	11.5300241482548	Gorilla	L5ET2
rhesusQ192601011	16.1396688977893	Rhesus	L5ET2
rhesusQ192601111	15.0631817286954	Rhesus	L5ET2
rhesusQ192601511	16.7456347253988	Rhesus	L5ET2
marmosetbi00511	10.1183084507625	Marmoset	L5ET2
marmosetbi00611	13.3299002226933	Marmoset	L5ET2
marmosetbi00711	10.1343626151614	Marmoset	L5ET2
humanH183000112	0	Human	L5IT1
humanH183000212	0	Human	L5IT1
humanH193000112	0	Human	L5IT1
humanH193000212	0	Human	L5IT1
humanH200102311	0	Human	L5IT1
chimpC193200112	18.0002475665008	Chimp	L5IT1
chimpC193200212	10.1887203598247	Chimp	L5IT1
chimpC193200312	10.9707751604909	Chimp	L5IT1
chimpC193200412	14.4892417395931	Chimp	L5IT1
chimpC193200512	3.82531362690603	Chimp	L5IT1
chimpC193200612	9.13283128685118	Chimp	L5IT1
chimpC193200712	7.404088956607	Chimp	L5IT1
gorillaG193200112	5.25783389317467	Gorilla	L5IT1
gorillaG193200212	0.804721261065306	Gorilla	L5IT1
gorillaG203200112	0	Gorilla	L5IT1
gorillaG203200212	0	Gorilla	L5IT1
rhesusQ192601012	3.51715243997468	Rhesus	L5IT1
rhesusQ192601112	2.31125189137745	Rhesus	L5IT1
rhesusQ192601512	0	Rhesus	L5IT1
marmosetbi00512	17.8867812842616	Marmoset	L5IT1
marmosetbi00612	10.3614341958911	Marmoset	L5IT1
marmosetbi00712	11.9586771250157	Marmoset	L5IT1
humanH183000113	10.0243643697697	Human	L5IT2
humanH183000213	17.6879351017759	Human	L5IT2
humanH193000113	17.5191051739926	Human	L5IT2
humanH193000213	6.10929052334286	Human	L5IT2
humanH200102312	11.7038734860254	Human	L5IT2
chimpC193200113	60.9379256005444	Chimp	L5IT2
chimpC193200213	104.861871537593	Chimp	L5IT2
chimpC193200313	85.4007654100105	Chimp	L5IT2
chimpC193200413	79.9298912297266	Chimp	L5IT2
chimpC193200513	78.2179302523067	Chimp	L5IT2
chimpC193200613	75.4716398397588	Chimp	L5IT2
chimpC193200713	32.0963134170925	Chimp	L5IT2
gorillaG193200113	21.8716359624614	Gorilla	L5IT2
gorillaG193200213	33.1587719061782	Gorilla	L5IT2
gorillaG203200113	20.7350746034336	Gorilla	L5IT2
gorillaG203200213	2.48388700089938	Gorilla	L5IT2
rhesusQ192601013	7.06454764948747	Rhesus	L5IT2
rhesusQ192601113	16.7946410475766	Rhesus	L5IT2
rhesusQ192601513	14.7368866244822	Rhesus	L5IT2
marmosetbi00513	3.29278545057192	Marmoset	L5IT2
marmosetbi00613	20.6483070618548	Marmoset	L5IT2
marmosetbi00713	12.5302488550636	Marmoset	L5IT2
humanH183000114	0	Human	L6CT1
humanH183000214	0.776885816299951	Human	L6CT1
humanH193000114	0	Human	L6CT1
humanH193000214	0	Human	L6CT1
humanH200102313	0	Human	L6CT1
chimpC193200114	5.19868869428296	Chimp	L6CT1
chimpC193200214	5.35435873301972	Chimp	L6CT1
chimpC193200314	3.46958539755479	Chimp	L6CT1
chimpC193200414	20.8086832569795	Chimp	L6CT1
chimpC193200514	2.83723414424405	Chimp	L6CT1
chimpC193200614	0	Chimp	L6CT1
chimpC193200714	3.97389359945905	Chimp	L6CT1
gorillaG193200114	1.86329824854435	Gorilla	L6CT1
gorillaG193200214	0	Gorilla	L6CT1
gorillaG203200114	0.809609166710614	Gorilla	L6CT1
gorillaG203200214	0.605691618360098	Gorilla	L6CT1
rhesusQ192601014	8.57803275915392	Rhesus	L6CT1
rhesusQ192601114	15.4741073059005	Rhesus	L6CT1
rhesusQ192601514	10.1386901640421	Rhesus	L6CT1
marmosetbi00514	9.99689281783742	Marmoset	L6CT1
marmosetbi00614	17.9744260488682	Marmoset	L6CT1
marmosetbi00714	10.850545915269	Marmoset	L6CT1
humanH183000115	2.45598219550269	Human	L6CT2
humanH183000215	1.50233236838903	Human	L6CT2
humanH193000115	0	Human	L6CT2
humanH193000215	0	Human	L6CT2
humanH200102314	0	Human	L6CT2
chimpC193200115	7.03819294555556	Chimp	L6CT2
chimpC193200215	2.09655387684087	Chimp	L6CT2
chimpC193200315	8.14111611610033	Chimp	L6CT2
chimpC193200415	24.0305332325041	Chimp	L6CT2
chimpC193200515	6.89223766751231	Chimp	L6CT2
chimpC193200615	7.81852207593456	Chimp	L6CT2
chimpC193200715	6.8179833899138	Chimp	L6CT2
gorillaG193200115	1.80519742520111	Gorilla	L6CT2
gorillaG193200215	0	Gorilla	L6CT2
gorillaG203200115	1.15232369798667	Gorilla	L6CT2
gorillaG203200215	0	Gorilla	L6CT2
rhesusQ192601015	2.5680292467756	Rhesus	L6CT2
rhesusQ192601115	2.23696108187698	Rhesus	L6CT2
rhesusQ192601515	0	Rhesus	L6CT2
marmosetbi00515	4.6315519517805	Marmoset	L6CT2
marmosetbi00615	3.69568758432402	Marmoset	L6CT2
marmosetbi00715	0	Marmoset	L6CT2
humanH183000116	4.09572642363394	Human	L6IT1
humanH183000216	13.7140245134008	Human	L6IT1
humanH193000116	1.85018285188584	Human	L6IT1
humanH193000216	1.70028793637725	Human	L6IT1
humanH200102315	3.68112303772782	Human	L6IT1
chimpC193200116	39.0322316511852	Chimp	L6IT1
chimpC193200216	64.3686377784771	Chimp	L6IT1
chimpC193200316	47.8870419767184	Chimp	L6IT1
chimpC193200416	71.4520991684729	Chimp	L6IT1
chimpC193200516	27.7101949142042	Chimp	L6IT1
chimpC193200616	25.2408584841995	Chimp	L6IT1
chimpC193200716	35.8367437882171	Chimp	L6IT1
gorillaG193200116	65.835899931508	Gorilla	L6IT1
gorillaG193200216	23.5826117831509	Gorilla	L6IT1
gorillaG203200116	75.3675941297894	Gorilla	L6IT1
gorillaG203200216	12.3996833849653	Gorilla	L6IT1
rhesusQ192601016	24.1942756666791	Rhesus	L6IT1
rhesusQ192601116	26.8667905059587	Rhesus	L6IT1
rhesusQ192601516	30.5033450882033	Rhesus	L6IT1
marmosetbi00516	19.1737009448148	Marmoset	L6IT1
marmosetbi00616	28.9407782508502	Marmoset	L6IT1
marmosetbi00716	24.1399538592958	Marmoset	L6IT1
humanH183000117	1.52488579245535	Human	L6ITCar31
humanH183000217	0	Human	L6ITCar31
humanH193000117	0	Human	L6ITCar31
humanH193000217	0.794671361018006	Human	L6ITCar31
humanH200102316	0	Human	L6ITCar31
chimpC193200117	5.68083652165454	Chimp	L6ITCar31
chimpC193200217	2.37967461351856	Chimp	L6ITCar31
chimpC193200317	1.36055096647138	Chimp	L6ITCar31
chimpC193200417	0	Chimp	L6ITCar31
chimpC193200517	3.33076893178298	Chimp	L6ITCar31
chimpC193200617	4.85682116059218	Chimp	L6ITCar31
chimpC193200717	1.42659925847252	Chimp	L6ITCar31
gorillaG193200117	3.40212419531423	Gorilla	L6ITCar31
gorillaG193200217	0.595744036556748	Gorilla	L6ITCar31
gorillaG203200117	5.75352334035933	Gorilla	L6ITCar31
gorillaG203200217	0	Gorilla	L6ITCar31
rhesusQ192601017	3.2878372562514	Rhesus	L6ITCar31
rhesusQ192601117	1.41061009458834	Rhesus	L6ITCar31
rhesusQ192601517	0	Rhesus	L6ITCar31
marmosetbi00517	13.7010577271542	Marmoset	L6ITCar31
marmosetbi00617	19.2903840318895	Marmoset	L6ITCar31
marmosetbi00717	14.0783264842268	Marmoset	L6ITCar31
humanH183000118	0	Human	L6ITCar32
humanH183000218	0	Human	L6ITCar32
humanH193000118	0	Human	L6ITCar32
humanH193000218	0	Human	L6ITCar32
humanH200102317	0	Human	L6ITCar32
chimpC193200118	2.33589003596611	Chimp	L6ITCar32
chimpC193200218	3.06486792109367	Chimp	L6ITCar32
chimpC193200318	0	Chimp	L6ITCar32
chimpC193200418	3.82033252749149	Chimp	L6ITCar32
chimpC193200518	4.91849579793857	Chimp	L6ITCar32
chimpC193200618	0.927291696563458	Chimp	L6ITCar32
chimpC193200718	0	Chimp	L6ITCar32
gorillaG193200118	0.877177892662769	Gorilla	L6ITCar32
gorillaG193200218	0	Gorilla	L6ITCar32
gorillaG203200118	0.829659928775118	Gorilla	L6ITCar32
gorillaG203200218	0	Gorilla	L6ITCar32
rhesusQ192601018	3.08062688421578	Rhesus	L6ITCar32
rhesusQ192601118	4.17078583760282	Rhesus	L6ITCar32
rhesusQ192601518	2.14261886309912	Rhesus	L6ITCar32
marmosetbi00518	10.9059055146789	Marmoset	L6ITCar32
marmosetbi00618	27.7299590838431	Marmoset	L6ITCar32
marmosetbi00718	4.00343064476919	Marmoset	L6ITCar32
humanH183000119	0	Human	L6b1
humanH183000219	0	Human	L6b1
humanH193000119	0	Human	L6b1
humanH193000219	0.208335431120516	Human	L6b1
humanH200102318	0	Human	L6b1
chimpC193200119	0	Chimp	L6b1
chimpC193200219	0	Chimp	L6b1
chimpC193200319	2.53938158979453	Chimp	L6b1
chimpC193200419	19.8720033044337	Chimp	L6b1
chimpC193200519	1.38665977781194	Chimp	L6b1
chimpC193200719	3.08879168888227	Chimp	L6b1
gorillaG193200119	0.805756143066599	Gorilla	L6b1
gorillaG193200219	0.55537646094926	Gorilla	L6b1
gorillaG203200119	0	Gorilla	L6b1
gorillaG203200219	0.676288380933682	Gorilla	L6b1
rhesusQ192601019	0	Rhesus	L6b1
rhesusQ192601119	0.305004144684672	Rhesus	L6b1
rhesusQ192601519	0	Rhesus	L6b1
marmosetbi00519	4.34963028643453	Marmoset	L6b1
marmosetbi00619	0	Marmoset	L6b1
marmosetbi00719	0	Marmoset	L6b1
humanH183000120	6.40094422677211	Human	L6b2
humanH183000220	10.2421368486066	Human	L6b2
humanH193000120	8.82006459133988	Human	L6b2
humanH193000220	9.44198648497514	Human	L6b2
humanH200102319	4.22180762760137	Human	L6b2
chimpC193200120	16.0737127259775	Chimp	L6b2
chimpC193200220	9.65991725698227	Chimp	L6b2
chimpC193200320	9.39932258899368	Chimp	L6b2
chimpC193200420	28.761443245981	Chimp	L6b2
chimpC193200520	19.1623069250572	Chimp	L6b2
chimpC193200619	21.6789059864426	Chimp	L6b2
chimpC193200720	14.0440857690903	Chimp	L6b2
gorillaG193200120	8.35052821065245	Gorilla	L6b2
gorillaG193200220	2.79109274875394	Gorilla	L6b2
gorillaG203200120	10.4378987980895	Gorilla	L6b2
gorillaG203200220	2.1181944896293	Gorilla	L6b2
rhesusQ192601020	9.99489085836945	Rhesus	L6b2
rhesusQ192601120	17.0914829556673	Rhesus	L6b2
rhesusQ192601520	20.3710020028822	Rhesus	L6b2
marmosetbi00520	11.4315872884585	Marmoset	L6b2
marmosetbi00620	4.15999839287794	Marmoset	L6b2
marmosetbi00720	13.8140049506239	Marmoset	L6b2
humanH183000121	0	Human	L6b3
humanH183000221	0	Human	L6b3
humanH193000121	0	Human	L6b3
humanH193000221	0	Human	L6b3
humanH200102320	0	Human	L6b3
chimpC193200121	0	Chimp	L6b3
chimpC193200221	11.7845369364987	Chimp	L6b3
chimpC193200321	0	Chimp	L6b3
chimpC193200421	10.7914022929158	Chimp	L6b3
chimpC193200521	2.10691850201808	Chimp	L6b3
chimpC193200620	0	Chimp	L6b3
chimpC193200721	5.77182740789773	Chimp	L6b3
gorillaG193200121	0.473582638100525	Gorilla	L6b3
gorillaG193200221	0	Gorilla	L6b3
gorillaG203200121	0.374414666067558	Gorilla	L6b3
gorillaG203200221	0	Gorilla	L6b3
rhesusQ192601021	0.411625444701033	Rhesus	L6b3
rhesusQ192601121	0	Rhesus	L6b3
rhesusQ192601521	0	Rhesus	L6b3
marmosetbi00521	0.946519761512978	Marmoset	L6b3
marmosetbi00621	0	Marmoset	L6b3
marmosetbi00721	0	Marmoset	L6b3
humanH183000122	0	Human	Lamp51
humanH183000222	0	Human	Lamp51
humanH193000122	0	Human	Lamp51
humanH193000222	0	Human	Lamp51
humanH200102321	0	Human	Lamp51
chimpC193200122	0	Chimp	Lamp51
chimpC193200222	1.08092549792477	Chimp	Lamp51
chimpC193200322	0.864271898366321	Chimp	Lamp51
chimpC193200422	0	Chimp	Lamp51
chimpC193200522	1.1153196316516	Chimp	Lamp51
chimpC193200621	0.992211963784238	Chimp	Lamp51
chimpC193200722	0.96972895052761	Chimp	Lamp51
gorillaG193200122	0	Gorilla	Lamp51
gorillaG193200222	0	Gorilla	Lamp51
gorillaG203200122	0	Gorilla	Lamp51
gorillaG203200222	0.648677710514464	Gorilla	Lamp51
rhesusQ192601022	0	Rhesus	Lamp51
rhesusQ192601122	0	Rhesus	Lamp51
rhesusQ192601522	0	Rhesus	Lamp51
marmosetbi00522	1.27860481341708	Marmoset	Lamp51
marmosetbi00622	3.3725958250595	Marmoset	Lamp51
marmosetbi00722	5.0250461324087	Marmoset	Lamp51
humanH183000123	0	Human	Lamp52
humanH183000223	0	Human	Lamp52
humanH193000123	0	Human	Lamp52
